أدوات البناء,المحافظة,المنطقة,نوع المنزل,عدد المنازل
أخرى,عرعر (مقر الامارة),الحدود الشمالية,شقة في عمارة,27
البلك/ الطوب,عرعر (مقر الامارة),الحدود الشمالية,شقة في عمارة,11
الخرسانة/مسلح,عرعر (مقر الامارة),الحدود الشمالية,شقة في عمارة,10840
أخرى,الافلاج,الرياض,شقة في عمارة,10
البلك/ الطوب,الافلاج,الرياض,شقة في عمارة,10
الخرسانة/مسلح,الافلاج,الرياض,شقة في عمارة,1962
أخرى,الحريق,الرياض,شقة في عمارة,3
الخرسانة/مسلح,الحريق,الرياض,شقة في عمارة,530
أخرى,الخرج,الرياض,شقة في عمارة,91
البلك/ الطوب,الخرج,الرياض,شقة في عمارة,27
الحجارة,الخرج,الرياض,شقة في عمارة,1
الخرسانة/مسلح,الخرج,الرياض,شقة في عمارة,28898
أخرى,الدرعية,الرياض,شقة في عمارة,12
البلك/ الطوب,الدرعية,الرياض,شقة في عمارة,2
الخرسانة/مسلح,الدرعية,الرياض,شقة في عمارة,7303
أخرى,الدلم,الرياض,شقة في عمارة,10
الخرسانة/مسلح,الدلم,الرياض,شقة في عمارة,1988
أخرى,الدوادمي,الرياض,شقة في عمارة,21
البلك/ الطوب,الدوادمي,الرياض,شقة في عمارة,6
الخرسانة/مسلح,الدوادمي,الرياض,شقة في عمارة,8061
أخرى,الرياض (مقر الامارة),الرياض,شقة في عمارة,3029
البلك/ الطوب,الرياض (مقر الامارة),الرياض,شقة في عمارة,506
الحجارة,الرياض (مقر الامارة),الرياض,شقة في عمارة,44
الخرسانة/مسلح,الرياض (مقر الامارة),الرياض,شقة في عمارة,880738
الطين,الرياض (مقر الامارة),الرياض,شقة في عمارة,17
البلك/ الطوب,الرين,الرياض,شقة في عمارة,1
الخرسانة/مسلح,الرين,الرياض,شقة في عمارة,754
أخرى,الزلفي,الرياض,شقة في عمارة,9
الخرسانة/مسلح,الزلفي,الرياض,شقة في عمارة,3127
أخرى,السليل,الرياض,شقة في عمارة,2
البلك/ الطوب,السليل,الرياض,شقة في عمارة,8
الخرسانة/مسلح,السليل,الرياض,شقة في عمارة,1816
الخرسانة/مسلح,الغاط,الرياض,شقة في عمارة,504
أخرى,القويعية,الرياض,شقة في عمارة,14
البلك/ الطوب,القويعية,الرياض,شقة في عمارة,5
الخرسانة/مسلح,القويعية,الرياض,شقة في عمارة,3624
الطين,القويعية,الرياض,شقة في عمارة,1
أخرى,المجمعة,الرياض,شقة في عمارة,43
البلك/ الطوب,المجمعة,الرياض,شقة في عمارة,7
الحجارة,المجمعة,الرياض,شقة في عمارة,4
الخرسانة/مسلح,المجمعة,الرياض,شقة في عمارة,10572
أخرى,المزاحمية,الرياض,شقة في عمارة,1
البلك/ الطوب,المزاحمية,الرياض,شقة في عمارة,1
الخرسانة/مسلح,المزاحمية,الرياض,شقة في عمارة,2959
أخرى,ثادق,الرياض,شقة في عمارة,1
البلك/ الطوب,ثادق,الرياض,شقة في عمارة,1
الخرسانة/مسلح,ثادق,الرياض,شقة في عمارة,527
أخرى,حريملاء,الرياض,شقة في عمارة,2
الخرسانة/مسلح,حريملاء,الرياض,شقة في عمارة,1040
أخرى,حوطة بنى تميم,الرياض,شقة في عمارة,3
البلك/ الطوب,حوطة بنى تميم,الرياض,شقة في عمارة,1
الخرسانة/مسلح,حوطة بنى تميم,الرياض,شقة في عمارة,1947
البلك/ الطوب,رماح,الرياض,شقة في عمارة,1
الخرسانة/مسلح,رماح,الرياض,شقة في عمارة,1141
أخرى,شقراء,الرياض,شقة في عمارة,6
البلك/ الطوب,شقراء,الرياض,شقة في عمارة,1
الخرسانة/مسلح,شقراء,الرياض,شقة في عمارة,2382
أخرى,ضرما,الرياض,شقة في عمارة,1
الخرسانة/مسلح,ضرما,الرياض,شقة في عمارة,766
أخرى,عفيف,الرياض,شقة في عمارة,1
البلك/ الطوب,عفيف,الرياض,شقة في عمارة,4
الخرسانة/مسلح,عفيف,الرياض,شقة في عمارة,3351
الخرسانة/مسلح,مرات,الرياض,شقة في عمارة,263
أخرى,وادى الدواسر,الرياض,شقة في عمارة,18
البلك/ الطوب,وادى الدواسر,الرياض,شقة في عمارة,6
الخرسانة/مسلح,وادى الدواسر,الرياض,شقة في عمارة,5291
أخرى,الأسياح,القصيم,شقة في عمارة,11
الخرسانة/مسلح,الأسياح,القصيم,شقة في عمارة,1691
أخرى,البدائع,القصيم,شقة في عمارة,7
البلك/ الطوب,البدائع,القصيم,شقة في عمارة,1
الخرسانة/مسلح,البدائع,القصيم,شقة في عمارة,2306
أخرى,البكيرية,القصيم,شقة في عمارة,6
البلك/ الطوب,البكيرية,القصيم,شقة في عمارة,5
الخرسانة/مسلح,البكيرية,القصيم,شقة في عمارة,3374
أخرى,الرس,القصيم,شقة في عمارة,29
البلك/ الطوب,الرس,القصيم,شقة في عمارة,3
الخرسانة/مسلح,الرس,القصيم,شقة في عمارة,6603
أخرى,الشماسية,القصيم,شقة في عمارة,1
الخرسانة/مسلح,الشماسية,القصيم,شقة في عمارة,204
أخرى,المذنب,القصيم,شقة في عمارة,6
الخرسانة/مسلح,المذنب,القصيم,شقة في عمارة,1733
أخرى,النبهانية,القصيم,شقة في عمارة,1
البلك/ الطوب,النبهانية,القصيم,شقة في عمارة,1
الخرسانة/مسلح,النبهانية,القصيم,شقة في عمارة,716
أخرى,بريدة (مقرالامارة),القصيم,شقة في عمارة,136
البلك/ الطوب,بريدة (مقرالامارة),القصيم,شقة في عمارة,46
الحجارة,بريدة (مقرالامارة),القصيم,شقة في عمارة,1
الخرسانة/مسلح,بريدة (مقرالامارة),القصيم,شقة في عمارة,57749
أخرى,رياض الخبراء,القصيم,شقة في عمارة,3
الخرسانة/مسلح,رياض الخبراء,القصيم,شقة في عمارة,1117
أخرى,ضرية,القصيم,شقة في عمارة,1
الخرسانة/مسلح,ضرية,القصيم,شقة في عمارة,696
أخرى,عقلة الصقور,القصيم,شقة في عمارة,2
الخرسانة/مسلح,عقلة الصقور,القصيم,شقة في عمارة,981
أخرى,عنيزة,القصيم,شقة في عمارة,33
البلك/ الطوب,عنيزة,القصيم,شقة في عمارة,18
الخرسانة/مسلح,عنيزة,القصيم,شقة في عمارة,10873
أخرى,عيون الجواء,القصيم,شقة في عمارة,5
البلك/ الطوب,عيون الجواء,القصيم,شقة في عمارة,2
الخرسانة/مسلح,عيون الجواء,القصيم,شقة في عمارة,1040
أخرى,الحناكية,المدينة المنورة,شقة في عمارة,4
البلك/ الطوب,الحناكية,المدينة المنورة,شقة في عمارة,2
الخرسانة/مسلح,الحناكية,المدينة المنورة,شقة في عمارة,3281
أخرى,العلا,المدينة المنورة,شقة في عمارة,20
البلك/ الطوب,العلا,المدينة المنورة,شقة في عمارة,2
الخرسانة/مسلح,العلا,المدينة المنورة,شقة في عمارة,6569
أخرى,العيص,المدينة المنورة,شقة في عمارة,2
البلك/ الطوب,العيص,المدينة المنورة,شقة في عمارة,5
الخرسانة/مسلح,العيص,المدينة المنورة,شقة في عمارة,1038
أخرى,المدينة المنورة (مقر الامارة),المدينة المنورة,شقة في عمارة,599
البلك/ الطوب,المدينة المنورة (مقر الامارة),المدينة المنورة,شقة في عمارة,200
الحجارة,المدينة المنورة (مقر الامارة),المدينة المنورة,شقة في عمارة,1
الخرسانة/مسلح,المدينة المنورة (مقر الامارة),المدينة المنورة,شقة في عمارة,261328
أخرى,المهد,المدينة المنورة,شقة في عمارة,9
البلك/ الطوب,المهد,المدينة المنورة,شقة في عمارة,4
الخرسانة/مسلح,المهد,المدينة المنورة,شقة في عمارة,3482
أخرى,بدر,المدينة المنورة,شقة في عمارة,22
البلك/ الطوب,بدر,المدينة المنورة,شقة في عمارة,5
الخرسانة/مسلح,بدر,المدينة المنورة,شقة في عمارة,4892
أخرى,خيبر,المدينة المنورة,شقة في عمارة,4
الخرسانة/مسلح,خيبر,المدينة المنورة,شقة في عمارة,2440
أخرى,وادي الفرع,المدينة المنورة,شقة في عمارة,1
الخرسانة/مسلح,وادي الفرع,المدينة المنورة,شقة في عمارة,810
أخرى,ينبع,المدينة المنورة,شقة في عمارة,90
البلك/ الطوب,ينبع,المدينة المنورة,شقة في عمارة,40
الخرسانة/مسلح,ينبع,المدينة المنورة,شقة في عمارة,59964
أخرى,الاحساء,المنطقة الشرقية,شقة في عمارة,205
البلك/ الطوب,الاحساء,المنطقة الشرقية,شقة في عمارة,55
الحجارة,الاحساء,المنطقة الشرقية,شقة في عمارة,1
الخرسانة/مسلح,الاحساء,المنطقة الشرقية,شقة في عمارة,83669
الطين,الاحساء,المنطقة الشرقية,شقة في عمارة,2
أخرى,الجبيل,المنطقة الشرقية,شقة في عمارة,207
